sequence_number,time_taken_to_correct_s
663,1.6384e-05
664,6.144e-06
665,5.12e-07
667,1.792e-05
668,3.072e-06
669,0.0
671,8.3456e-05
673,5.76e-05
675,6.4e-06
678,6.9888e-05
681,6.912e-05
684,8.2432e-05
685,1.1008e-05
687,6.4e-06
691,1.4336e-05
692,3.584e-05
694,2.176e-05
695,2.304e-05
697,7.68e-06
698,2.8416e-05
701,1.2544e-05
703,2.1248e-05
705,4.0448e-05
707,1.0752e-05
709,1.1776e-05
711,3.7376e-05
713,2.7904e-05
715,0.0
716,2.56e-06
718,1.2288e-05
721,1.152e-05
722,1.6384e-05
724,0.000130304
726,7.68e-06
728,1.1776e-05
730,5.9136e-05
732,0.000139008
734,2.2528e-05
736,7.8848e-05
739,3.2768e-05
741,5.888e-06
743,1.024e-05
744,0.000463104
748,0.000119552
752,6.4256e-05
755,1.5872e-05
757,1.6384e-05
759,1.2544e-05
763,3.0464e-05
764,0.0
765,1.5104e-05
769,5.7856e-05
771,9.472e-06
773,2.2016e-05
775,5.12e-07
777,2.56e-07
778,4.864e-06
780,3.328e-06
783,2.4064e-05
784,8.2688e-05
788,2.2272e-05
790,1.536e-06
791,9.3184e-05
793,1.3824e-05
795,8.704e-05
798,3.84e-06
801,2.432e-05
803,4.352e-06
805,2.7136e-05
807,1.2032e-05
808,4.096e-06
811,0.000163584
814,2.816e-06
816,1.6384e-05
818,4.0704e-05
821,8.3712e-05
823,1.2544e-05
825,5.7088e-05
827,1.3056e-05
828,1.92e-05
830,6.144e-06
831,6.912e-06
833,6.4512e-05
836,1.7664e-05
837,5.632e-06
839,1.792e-06
840,6.2208e-05
842,8.96e-06
843,1.28e-05
845,2.7904e-05
846,4.0448e-05
848,3.5072e-05
851,1.9456e-05
853,9.8304e-05
855,2.816e-05
857,1.408e-05
858,5.9648e-05
859,0.001637632
861,6.4256e-05
864,9.472e-06
865,1.1776e-05
866,2.6368e-05
867,9.728e-06
870,3.5584e-05
872,2.8672e-05
874,1.6128e-05
875,1.0496e-05
877,1.2544e-05
878,1.8176e-05
881,4.1472e-05
884,3.072e-06
885,2.6112e-05
887,1.5104e-05
888,6.1696e-05
890,7.68e-07
891,5.2224e-05
893,1.6128e-05
894,0.000113152
897,2.816e-06
898,0.000150784
901,6.1952e-05
903,2.816e-06
905,2.816e-05
907,1.7408e-05
909,4.9664e-05
911,0.00012544
913,3.1744e-05
914,1.152e-05
916,1.4336e-05
918,4.1728e-05
920,3.1232e-05
922,8.96e-06
923,8.192e-06
925,2.3552e-05
926,5.4528e-05
928,4.608e-06
930,1.8944e-05
933,1.536e-06
934,2.4832e-05
937,3.4304e-05
939,0.000289024
943,4.352e-05
945,5.4784e-05
948,2.7392e-05
952,3.072e-06
953,2.304e-06
955,4.5568e-05
957,2.048e-05
960,5.888e-06
961,2.7136e-05
963,0.000116736
965,1.6128e-05
968,2.0224e-05
970,1.1776e-05
973,2.4576e-05
974,1.024e-06
976,1.3568e-05
978,2.7904e-05
980,2.304e-06
983,2.9184e-05
986,1.7408e-05
987,2.816e-06
989,0.000114688
991,2.6624e-05
993,0.002512896
996,5.2224e-05
1000,2.2272e-05
1003,3.6352e-05
1004,6.656e-06
1007,1.2544e-05
1009,1.1776e-05
1010,5.4528e-05
1012,1.408e-05
1014,2.3808e-05
1015,1.1008e-05
1016,8.192e-06
1019,3.4048e-05
1023,3.9168e-05
1024,1.792e-06
1025,1.7408e-05
1026,3.712e-05
1028,2.2784e-05
1030,1.8176e-05
1033,0.000109824
1036,4.8896e-05
1040,1.3312e-05
1043,6.912e-06
1044,4.48e-05
1046,2.6624e-05
1049,1.536e-06
1050,7.168e-06
1054,1.3824e-05
1057,1.4848e-05
1058,4.9408e-05
1059,0.000193792
1062,8.1408e-05
1065,6.144e-06
1067,4.096e-06
1069,6.8096e-05
1073,5.5552e-05
1075,4.1472e-05
1077,1.1008e-05
1080,2.4832e-05
1081,3.1488e-05
1083,2.688e-05
1084,2.176e-05
1088,2.176e-05
1090,1.9456e-05
1092,7.168e-06
1094,4.992e-05
1096,4.9664e-05
1100,1.0752e-05
1102,2.3296e-05
1104,9.984e-06
1105,1.4336e-05
1107,1.152e-05
1109,3.6608e-05
1110,7.168e-06
1113,2.5344e-05
1114,1.28e-05
1116,2.0992e-05
1117,2.56e-06
1119,1.1776e-05
1120,1.3056e-05
1122,7.4496e-05
1124,3.072e-06
1125,1.8432e-05
1127,1.92e-05
1129,2.5088e-05
1131,5.4784e-05
1133,2.816e-05
1136,1.4336e-05
1137,4.352e-06
1138,4.608e-06
1141,2.3552e-05
1143,4.2496e-05
1148,8.7296e-05
1151,2.048e-06
1153,4.1472e-05
1154,7.68e-06
1155,3.072e-06
1157,3.0464e-05
1159,2.9696e-05
1162,1.0496e-05
1163,2.0224e-05
1167,2.6112e-05
1170,2.2016e-05
1171,1.536e-06
1172,0.000169728
1174,1.1008e-05
1177,1.9456e-05
1178,9.216e-06
1180,2.048e-06
1181,1.3824e-05
1183,4.352e-06
1184,3.4816e-05
1185,3.072e-06
1187,1.7152e-05
1189,2.0224e-05
1192,4.7104e-05
1194,1.1264e-05
1196,0.000200192
1197,0.000105472
1198,5.3504e-05
1200,1.28e-06
1202,2.176e-05
1204,2.816e-05
1205,1.3056e-05
1207,4.992e-05
1209,2.048e-05
1210,5.12e-07
1211,0.000549632
1213,7.424e-06
1216,7.6288e-05
1219,2.56e-06
1223,8.704e-06
1226,1.5104e-05
1227,1.536e-06
1228,4.4032e-05
1230,1.4336e-05
1233,4.608e-06
1235,2.7392e-05
1236,1.7664e-05
1239,0.000114432
1241,2.3296e-05
1243,2.2784e-05
1245,1.4592e-05
1246,7.168e-06
1248,7.936e-06
1249,1.0752e-05
1250,9.984e-06
1251,3.84e-06
1254,1.8176e-05
1256,4.352e-06
1257,1.0752e-05
1259,1.792e-06
1260,4.1216e-05
1262,1.0752e-05
1264,1.8176e-05
1265,1.0496e-05
1266,0.000121856
1269,4.352e-06
1270,3.6608e-05
1272,2.816e-05
1274,3.5584e-05
1276,5.6832e-05
1279,4.1472e-05
1281,2.3296e-05
1282,6.912e-06
1283,1.6128e-05
1287,4.608e-06
1288,2.304e-05
1289,1.536e-05
1291,1.2288e-05
1293,2.2784e-05
1297,2.2016e-05
1299,7.168e-06
1301,2.0224e-05
1303,1.152e-05
1305,4.608e-06
1307,2.816e-06
1308,1.9968e-05
1310,5.5552e-05
1312,2.6368e-05
1315,4.0704e-05
1317,2.816e-06
1318,2.9696e-05
1320,2.8928e-05
1321,4.0704e-05
1323,1.28e-06
1324,0.000107776
1328,5.12e-07
1330,3.3536e-05
1332,1.4336e-05
1333,1.9712e-05
1335,7.68e-06
1339,2.7392e-05
1342,1.28e-05
1345,2.8416e-05
1347,9.216e-06
1349,6.656e-06
1350,4.0704e-05
1353,8.96e-06
1354,7.168e-06
1357,2.2016e-05
1359,2.304e-06
1361,0.000112896
1365,1.8176e-05
1367,3.3024e-05
1368,5.888e-06
1371,9.728e-06
1376,6.144e-06
1378,9.984e-06
1379,5.376e-06
1380,0.000108544
1383,2.3552e-05
1385,1.792e-06
1386,3.84e-06
1388,1.536e-06
1389,3.0976e-05
1391,1.9456e-05
1394,1.3056e-05
1396,6.5792e-05
1398,2.4832e-05
1400,1.024e-06
1404,2.5856e-05
1405,1.3312e-05
1408,2.2016e-05
1410,1.1264e-05
1412,2.3808e-05
1414,2.432e-05
1417,4.352e-06
1419,3.2e-05
1420,3.072e-06
1421,1.8176e-05
1424,4.608e-06
1425,1.4592e-05
1426,4.352e-06
1429,4.352e-06
1431,7.68e-07
1432,3.2512e-05
1434,8.9088e-05
1437,2.816e-06
1438,7.68e-07
1440,2.8416e-05
1441,5.376e-06
1443,7.424e-06
1444,3.84e-06
1445,3.84e-06
1446,2.8416e-05
1447,1.7664e-05
1450,5.632e-06
1452,3.84e-06
1453,3.072e-05
1455,3.9936e-05
1459,1.6128e-05
1461,5.12e-06
1463,5.1456e-05
1465,3.2256e-05
1467,2.0736e-05
1468,3.072e-06
1470,2.0736e-05
1471,1.9456e-05
1473,5.376e-06
1475,1.3312e-05
1477,1.1008e-05
1480,1.1776e-05
1481,1.024e-06
1483,2.1504e-05
1484,3.072e-06
1486,1.2288e-05
1489,6.4e-06
1490,7.2704e-05
1492,3.9936e-05
1494,1.2288e-05
1496,1.6128e-05
1497,8.192e-06
1498,0.00112256
1502,8.8064e-05
1504,2.7904e-05
1505,1.1264e-05
1507,9.216e-06
1509,4.5056e-05
1511,3.5072e-05
1513,1.3824e-05
1515,3.9168e-05
1516,8.4992e-05
1523,5.888e-06
1525,1.5104e-05
1526,7.68e-07
1528,2.5856e-05
1529,7.936e-06
1533,6.1184e-05
1534,8.192e-06
1535,0.000186368
1537,1.3568e-05
1539,2.7904e-05
1542,5.7344e-05
1545,2.6112e-05
1546,2.432e-05
1549,1.408e-05
1553,6.8864e-05
1555,2.048e-05
1557,0.001390336
1559,0.00010112
1562,9.984e-06
1563,6.8864e-05
1564,2.7904e-05
1566,9.472e-06
1568,3.6096e-05
1570,1.2288e-05
1573,4.8128e-05
1574,2.0224e-05
1577,3.968e-05
1579,7.68e-07
1581,2.048e-05
1583,6.1696e-05
1586,6.912e-06
1588,6.656e-06
1590,8.704e-06
1591,3.9168e-05
1593,2.816e-06
1595,7.68e-07
1596,1.664e-05
1598,1.4592e-05
1600,4.096e-06
1601,8.192e-06
1603,3.6608e-05
1605,4.352e-06
1607,2.5088e-05
1608,1.4592e-05
1611,1.3568e-05
1613,1.6128e-05
1614,3.328e-06
1616,2.7136e-05
1618,4.1984e-05
1621,2.7904e-05
1623,9.5488e-05
1625,1.664e-05
1627,5.76e-05
1631,3.6608e-05
1633,0.00050944
1635,8.704e-06
1636,2.6112e-05
1638,0.0
1639,4.608e-06
1642,1.0496e-05
1645,3.0464e-05
1646,1.024e-06
1647,5.6832e-05
1649,3.4048e-05
1651,1.4592e-05
1652,5.376e-06
1655,9.472e-06
1656,2.8416e-05
1660,1.792e-05
1661,7.168e-06
1663,2.816e-06
1664,7.9104e-05
1667,7.168e-05
1669,1.664e-05
1671,2.4832e-05
1674,6.9376e-05
1676,3.8656e-05
1678,9.6e-05
1681,5.9136e-05
1684,1.9968e-05
1686,3.2512e-05
1687,7.7568e-05
1689,9.728e-06
1693,4.864e-05
1696,7.168e-06
1697,2.176e-05
1700,1.152e-05
1701,3.3536e-05
1703,5.376e-06
1705,7.4752e-05
1707,2.0992e-05
1710,2.4832e-05
1713,0.000116224
1715,1.3824e-05
1716,8.6528e-05
1718,2.0736e-05
1719,7.936e-06
1721,0.0
1723,1.28e-05
1725,2.304e-05
1729,6.4e-06
1731,1.28e-06
1732,2.176e-05
1734,3.328e-06
1735,7.68e-07
1736,2.4576e-05
1737,1.2544e-05
1739,5.7088e-05
1741,3.84e-06
1744,7.168e-06
1745,8.704e-06
1748,1.7152e-05
1750,4.352e-06
1751,3.072e-05
1753,2.7392e-05
1754,0.000171008
1756,0.000181504
1759,3.328e-06
1761,4.8128e-05
1764,3.2256e-05
1765,2.2272e-05
1767,1.6128e-05
1768,9.472e-06
1769,5.12e-06
1771,4.9408e-05
1772,1.0496e-05
1775,1.2288e-05
1776,4.0704e-05
1778,7.1936e-05
1780,0.000324096
1784,6.7328e-05
1786,5.12e-07
1787,1.2288e-05
1788,5.0432e-05
1790,1.8176e-05
1792,7.6288e-05
1794,5.12e-07
1795,1.792e-05
1798,2.048e-05
1800,3.5072e-05
1802,5.632e-06
1804,2.5088e-05
1806,6.272e-05
1808,6.144e-06
1810,7.168e-06
1812,0.000168448
1814,1.792e-06
1815,1.8688e-05
1817,1.2288e-05
1820,1.4336e-05
1822,3.4816e-05
1824,5.1456e-05
1827,3.8656e-05
1828,8.6016e-05
1831,2.304e-06
1834,5.12e-07
1835,6.784e-05
1837,0.000129792
1839,2.0736e-05
1840,0.000290816
1842,2.7648e-05
1844,2.0736e-05
1846,0.000142592
1849,6.912e-06
1850,9.216e-06
1853,2.2016e-05
1855,2.5344e-05
1857,2.2784e-05
1860,1.9712e-05
1862,1.9712e-05
1863,0.0
1864,0.0
1865,1.4848e-05
1868,1.8688e-05
1872,4.4544e-05
1875,1.6896e-05
1877,1.2032e-05
1881,3.0208e-05
1882,2.6112e-05
1885,0.000106496
1887,2.816e-06
1888,8.96e-05
1892,5.9392e-05
1894,1.8944e-05
1895,8.96e-06
1897,3.072e-06
1899,2.4832e-05
1901,3.6864e-05
1904,4.096e-06
1906,2.6624e-05
1907,2.048e-06
1909,2.304e-06
1910,6.528e-05
1912,1.7408e-05
1915,0.000150016
1917,6.016e-05
1919,1.4592e-05
1921,1.0752e-05
1923,3.1744e-05
1926,1.8688e-05
1928,4.4544e-05
1930,8.192e-06
1931,2.688e-05
1933,5.5808e-05
1937,7.04e-05
1939,2.176e-05
1941,2.2272e-05
1943,2.3808e-05
1947,1.536e-05
1950,3.2e-05
1951,3.0464e-05
1953,5.9136e-05
1955,0.000251392
1958,1.4592e-05
1959,2.2016e-05
1962,2.944e-05
1965,8.448e-06
1966,7.7312e-05
1971,2.0736e-05
1972,1.2032e-05
1973,1.152e-05
1974,2.56e-06
1978,4.9152e-05
1980,3.328e-06
1981,1.2544e-05
1984,2.816e-06
1985,4.48e-05
1988,1.92e-05
1991,2.816e-05
1994,0.000127744
1999,6.144e-06
2002,0.000105472
2004,1.792e-05
2006,1.4336e-05
2008,3.584e-06
2009,5.2224e-05
2011,2.688e-05
2013,1.792e-05
2014,1.28e-06
2016,3.7376e-05
2018,4.864e-05
2019,8.832e-05
2021,1.3568e-05
2022,0.000201216
2025,3.4816e-05
2027,5.5296e-05
2029,1.0496e-05
2030,1.8176e-05
2033,9.216e-06
2034,2.304e-05
2037,8.704e-06
2040,4.1728e-05
2042,1.3568e-05
2043,2.816e-06
2045,3.84e-05
2047,1.3056e-05
2048,8.448e-06
2049,8.704e-06
2051,1.6128e-05
2052,4.608e-06
2055,1.28e-06
2056,0.000112128
2058,1.9968e-05
2062,8.192e-06
2065,2.7904e-05
2068,1.664e-05
2071,2.3296e-05
2073,1.1776e-05
2074,3.7888e-05
2078,9.216e-05
2081,4.352e-06
2082,3.6096e-05
2083,4.3264e-05
2085,0.000194816
2087,2.9184e-05
2089,5.12e-06
2091,8.4224e-05
2095,3.9936e-05
2098,6.9376e-05
2101,3.6864e-05
2106,4.608e-06
2108,1.1776e-05
2109,4.864e-06
2112,0.00013696
2117,2.4064e-05
2120,1.28e-06
2122,6.9376e-05
2125,2.8672e-05
2128,9.216e-06
2129,2.9184e-05
2130,2.1504e-05
2132,2.304e-05
2133,4.9152e-05
2135,0.000127744
2138,1.2032e-05
2141,2.432e-05
2143,3.5072e-05
2144,0.005827584
2146,2.304e-05
2147,2.0224e-05
2150,2.3296e-05
2151,1.28e-06
2152,5.888e-06
2154,9.472e-06
2155,4.096e-06
2156,0.000299264
2158,6.7584e-05
2159,0.000232704
2163,8.192e-06
2166,2.304e-06
2168,8.448e-06
2169,1.8176e-05
2170,3.0976e-05
2171,0.00014464
2174,0.00010752
2177,1.1264e-05
2178,6.3232e-05
2180,1.5104e-05
2182,6.656e-06
2183,9.216e-06
2185,2.4832e-05
2186,3.1744e-05
2190,3.4048e-05
2193,2.3296e-05
2195,2.1248e-05
2198,7.68e-07
2199,5.4016e-05
2201,1.3824e-05
2202,2.3808e-05
2203,5.632e-05
2206,2.048e-06
2209,3.968e-05
2211,6.912e-06
2212,3.2512e-05
2213,5.9648e-05
2215,6.528e-05
2217,7.1936e-05
2221,9.472e-06
2222,1.0752e-05
2223,2.5344e-05
2227,6.1184e-05
2229,2.1248e-05
2232,6.9376e-05
2235,6.6816e-05
2238,5.12e-06
2240,1.024e-06
2242,4.1472e-05
2245,1.1264e-05
2246,9.3696e-05
2247,1.8176e-05
2250,4.5568e-05
2253,0.000169728
2255,0.000212736
2257,6.144e-06
2260,3.584e-06
2261,3.456e-05
2264,1.0496e-05
2265,1.6384e-05
2268,3.1232e-05
2271,5.12e-07
2274,0.000599296
2278,3.7888e-05
2279,1.3312e-05
2281,1.8432e-05
2283,0.000127488
2285,3.6608e-05
2287,0.00022528
2291,6.3744e-05
2293,8.96e-06
2295,5.3504e-05
2296,0.000238592
2298,1.7152e-05
2300,1.1008e-05
2301,7.68e-07
2303,3.84e-06
2304,0.000985344
2308,7.424e-06
2309,2.304e-05
2311,4.864e-06
2314,3.5328e-05
2318,5.1968e-05
2321,3.584e-06
2322,1.92e-05
2325,5.2224e-05
2328,4.5056e-05
2330,5.12e-07
2332,1.3824e-05
2334,1.1776e-05
2335,3.6096e-05
2338,2.7904e-05
2341,3.9168e-05
2343,1.8432e-05
2344,1.024e-06
2347,3.328e-06
2348,3.072e-06
2349,1.3056e-05
2350,2.4576e-05
2352,1.1776e-05
2353,1.8176e-05
2356,2.7904e-05
2357,1.152e-05
2362,4.352e-06
2363,2.9952e-05
2364,7.936e-06
2366,2.0224e-05
2368,2.304e-05
2370,3.1744e-05
2372,1.28e-06
2373,1.3056e-05
2374,0.000221184
2376,0.000346624
2378,7.936e-06
2379,1.792e-05
2382,1.92e-05
2385,2.4576e-05
2386,1.792e-06
2389,6.912e-06
2390,3.84e-06
2392,0.00078336
2396,1.9712e-05
2397,2.048e-06
2399,7.9872e-05
2402,2.5088e-05
2403,9.728e-06
2405,2.2528e-05
2406,1.0752e-05
2409,2.56e-07
2410,3.0208e-05
2412,6.4e-06
2413,1.152e-05
2415,7.168e-06
2417,2.0736e-05
2420,0.000159488
2422,0.00014208
2425,1.8432e-05
2426,8.2432e-05
2428,6.656e-05
2431,1.5616e-05
2433,1.1776e-05
2434,1.7664e-05
2435,5.12e-06
2437,0.000193536
2440,5.632e-06
2443,5.888e-06
2446,2.8416e-05
2448,1.3056e-05
2449,5.376e-06
2450,3.584e-05
2452,5.9904e-05
2454,0.000229888
2457,0.0002368
2462,0.000101888
2465,5.888e-06
2466,5.632e-06
2467,2.8416e-05
2469,1.3824e-05
2471,3.072e-06
2473,3.84e-06
2475,1.024e-05
2477,3.5584e-05
2478,5.9392e-05
2481,1.024e-06
2482,1.536e-06
2483,1.1008e-05
2485,5.7344e-05
2487,2.8416e-05
2490,0.000204544
2492,4.224e-05
2494,0.000104704
2497,1.408e-05
2498,4.48e-05
2502,1.8432e-05
2504,4.608e-05
2506,1.8944e-05
2508,3.0208e-05
2512,2.6112e-05
2515,9.984e-06
2516,1.1776e-05
2517,0.0001152
2521,1.152e-05
2522,2.944e-05
2524,6.5024e-05
2526,8.448e-06
2529,3.3024e-05
2531,3.328e-05
2534,1.664e-05
2535,7.68e-07
2536,2.048e-06
2538,1.152e-05
2539,2.9952e-05
2540,3.6352e-05
2541,5.3504e-05
2543,1.8432e-05
2545,1.3824e-05
2548,6.2976e-05
2552,2.7136e-05
2556,7.68e-06
2557,3.4048e-05
2561,4.0192e-05
2562,1.408e-05
2564,2.176e-05
2566,2.2272e-05
2568,2.816e-06
2570,2.048e-06
2571,0.004887296
2574,7.168e-06
2576,7.68e-06
2577,0.00059136
2579,7.68e-06
2581,2.3296e-05
2582,5.0944e-05
2584,2.816e-05
2587,3.2512e-05
2589,4.608e-06
2591,2.9696e-05
2593,2.0224e-05
2594,0.000102144
2596,3.0208e-05
2600,4.992e-05
2602,2.56e-06
2603,6.9376e-05
2606,6.912e-06
2607,1.408e-05
2609,1.8432e-05
2610,2.56e-06
2612,1.536e-06
2613,4.352e-06
2615,1.7152e-05
2616,1.536e-06
2620,9.472e-06
2621,5.376e-06
2623,5.8112e-05
2624,0.000251648
2628,1.28e-06
2629,3.7888e-05
2631,3.1744e-05
2633,5.0944e-05
2635,6.912e-06
2638,4.4032e-05
2641,1.024e-05
2643,7.424e-06
2644,4.864e-06
2645,1.0752e-05
2647,1.28e-06
2648,4.0448e-05
2650,4.4544e-05
2652,2.304e-05
2653,3.2e-05
2655,2.1504e-05
2657,0.000153856
2658,0.001627392
2660,1.0752e-05
2663,4.608e-06
2665,2.816e-05
2668,8.704e-06
2670,2.6112e-05
2673,3.0208e-05
2676,8.704e-06
2678,1.8432e-05
2680,7.8592e-05
2682,5.12e-07
2684,1.024e-05
2685,8.1664e-05
2687,2.4576e-05
2689,2.176e-05
2692,4.0704e-05
2694,2.9184e-05
2695,3.8656e-05
2698,7.68e-07
2699,8.192e-06
2702,4.608e-06
2703,0.00012416
2705,1.28e-06
2707,1.28e-05
2710,1.3056e-05
2713,3.7376e-05
2714,2.9184e-05
2716,3.1232e-05
2718,1.1264e-05
2719,7.68e-06
2720,3.3792e-05
2721,3.1488e-05
2723,4.352e-06
2724,6.4256e-05
2726,1.2544e-05
2728,3.4304e-05
2729,5.76e-05
2733,2.3808e-05
2734,0.00010368
2735,2.6368e-05
2737,1.3056e-05
2738,1.7664e-05
2741,1.5872e-05
2743,1.9968e-05
2744,0.000163328
2746,6.4512e-05
2751,0.000255232
2753,1.3568e-05
2755,7.4496e-05
2756,4.1984e-05
2760,0.000177408
2762,0.000397312
2765,1.5104e-05
2766,2.048e-06
2768,6.4e-06
2769,1.8432e-05
2773,3.4816e-05
2775,4.096e-06
2776,2.816e-06
2778,3.328e-06
2779,1.3568e-05
2780,1.8432e-05
2785,5.8624e-05
2788,5.3504e-05
2790,6.6816e-05
2792,8.704e-06
