sequence_number,time_taken_to_correct_s
489,1.9712e-05
490,3.84e-06
494,4.2496e-05
497,8.96e-06
500,0.000150016
504,1.6128e-05
505,5.888e-06
508,0.000150784
511,4.9152e-05
513,3.584e-06
514,1.8944e-05
516,5.5296e-05
519,1.408e-05
520,1.8944e-05
523,2.0224e-05
524,4.608e-05
527,4.5824e-05
528,7.936e-06
530,1.536e-05
533,1.5872e-05
535,3.072e-05
536,1.4336e-05
538,1.1776e-05
540,5.12e-06
541,4.864e-06
543,1.664e-05
544,2.56e-07
545,7.68e-06
547,2.4576e-05
549,3.7888e-05
553,8.704e-05
555,2.56e-06
556,7.68e-06
557,1.152e-05
559,1.2544e-05
560,4.7616e-05
562,2.944e-05
563,3.584e-06
565,3.328e-06
566,1.152e-05
569,1.1008e-05
570,0.000140544
574,1.7152e-05
576,5.632e-06
579,2.3296e-05
583,1.152e-05
584,4.9408e-05
587,3.6608e-05
588,1.536e-06
590,1.8176e-05
591,6.4e-06
592,7.168e-06
595,2.048e-06
598,2.3296e-05
601,1.4592e-05
603,5.12e-06
605,1.9968e-05
606,1.536e-06
608,3.84e-06
610,2.8672e-05
613,1.3312e-05
614,6.016e-05
616,6.144e-06
618,1.2544e-05
622,4.3776e-05
623,2.304e-05
625,2.7648e-05
627,1.408e-05
629,2.304e-06
631,2.5856e-05
633,1.2544e-05
635,1.7152e-05
638,2.176e-05
640,3.584e-06
642,1.6128e-05
645,4.1728e-05
646,0.000183296
649,5.12e-06
652,2.6368e-05
654,1.28e-05
656,8.448e-06
658,8.96e-06
660,1.408e-05
662,1.024e-06
663,6.144e-06
664,9.7536e-05
667,1.28e-05
669,5.632e-06
670,2.0736e-05
673,4.1984e-05
676,3.2256e-05
678,1.792e-06
679,6.4e-06
681,1.1264e-05
683,2.176e-05
685,4.4288e-05
688,1.2544e-05
690,2.816e-06
692,1.9712e-05
695,4.5568e-05
697,5.376e-06
698,9.984e-06
700,3.584e-06
701,1.4848e-05
703,2.1248e-05
705,4.736e-05
707,1.792e-06
708,3.3024e-05
710,2.304e-06
711,2.176e-05
713,1.152e-05
715,9.984e-05
717,1.792e-06
718,3.328e-06
721,1.7152e-05
724,2.8928e-05
725,2.304e-05
727,9.728e-06
728,1.2544e-05
730,7.68e-06
732,1.408e-05
735,3.072e-05
737,8.192e-06
739,8.192e-06
740,3.84e-06
741,1.9456e-05
744,6.3232e-05
745,1.4592e-05
746,1.2032e-05
749,2.4576e-05
751,3.1488e-05
753,2.4832e-05
754,2.304e-06
757,4.608e-06
758,1.8944e-05
760,6.656e-06
761,5.632e-06
763,4.096e-06
764,1.6128e-05
766,4.0192e-05
768,2.7648e-05
769,0.000100864
772,9.216e-06
773,7.424e-06
775,4.736e-05
778,2.816e-06
780,2.048e-06
781,6.144e-06
783,1.6896e-05
785,1.1264e-05
787,4.1216e-05
791,2.7648e-05
793,2.3296e-05
795,1.7664e-05
798,4.608e-06
800,8.704e-06
801,2.56e-07
802,9.216e-06
805,3.2512e-05
807,4.48e-05
809,2.176e-05
810,7.168e-06
812,9.472e-06
813,3.1488e-05
815,6.4e-06
817,4.352e-06
819,1.4848e-05
820,2.6368e-05
822,3.584e-06
823,3.712e-05
825,9.1904e-05
827,2.816e-05
828,2.816e-06
829,2.0736e-05
832,2.4832e-05
834,2.176e-05
837,3.328e-06
839,3.456e-05
840,5.9904e-05
843,2.8416e-05
845,5.12e-05
848,1.3824e-05
851,5.3504e-05
853,7.168e-05
855,4.0448e-05
858,1.9456e-05
861,1.5616e-05
863,7.5008e-05
865,4.224e-05
867,2.2272e-05
868,5.376e-06
871,1.9968e-05
875,1.7664e-05
876,1.664e-05
878,3.0976e-05
880,6.4e-06
881,2.048e-05
883,5.376e-06
884,4.608e-06
885,2.304e-06
887,1.92e-05
889,3.328e-05
891,2.8416e-05
893,1.4848e-05
894,0.000182272
897,3.072e-06
898,1.792e-06
899,3.072e-06
903,2.56e-05
907,2.56e-05
909,2.56e-05
913,4.1984e-05
915,2.2784e-05
917,6.9632e-05
919,2.0736e-05
922,3.584e-06
924,1.3824e-05
926,5.888e-06
928,1.408e-05
930,1.024e-05
932,1.024e-06
935,4.1472e-05
937,3.4048e-05
938,4.608e-06
941,1.792e-05
943,3.8912e-05
945,3.7888e-05
947,7.68e-06
949,5.888e-06
951,1.2544e-05
955,1.5104e-05
957,2.3552e-05
960,0.000145664
963,0.000169472
968,2.0992e-05
970,1.28e-05
973,4.8128e-05
975,1.3312e-05
978,9.472e-06
979,4.864e-06
980,7.3216e-05
983,2.048e-05
985,7.936e-06
987,2.4832e-05
988,1.3056e-05
990,2.4576e-05
992,0.0
993,1.024e-06
994,5.0688e-05
996,6.4e-06
1000,6.4e-06
1001,6.656e-06
1003,3.5328e-05
1004,7.68e-07
1007,1.4336e-05
1008,1.6128e-05
1010,4.864e-06
1013,2.048e-06
1014,6.912e-06
1017,1.6384e-05
1020,1.5104e-05
1021,1.024e-06
1023,3.7888e-05
1025,1.6128e-05
1027,4.1728e-05
1030,8.96e-06
1031,7.168e-06
1032,2.688e-05
1033,9.4208e-05
1035,1.1776e-05
1037,1.536e-05
1039,7.68e-07
1040,1.8432e-05
1043,2.7136e-05
1044,2.3808e-05
1047,2.688e-05
1048,6.144e-06
1050,1.4336e-05
1051,2.1504e-05
1053,4.7616e-05
1055,2.816e-06
1057,4.5312e-05
1060,0.000110848
1063,3.3536e-05
1064,1.7664e-05
1065,1.3056e-05
1067,7.936e-06
1068,2.0736e-05
1070,2.7136e-05
1073,2.0736e-05
1074,2.048e-06
1075,1.3824e-05
1077,2.5344e-05
1079,5.888e-06
1081,6.4e-06
1083,2.4064e-05
1084,2.304e-06
1085,2.56e-06
1086,1.3568e-05
1088,1.792e-06
1090,1.5616e-05
1093,2.4576e-05
1095,3.1232e-05
1096,5.8624e-05
1099,3.328e-06
1100,8.448e-06
1101,4.352e-06
1103,2.304e-06
1105,4.096e-06
1107,3.3792e-05
1109,2.4832e-05
1113,7.68e-07
1114,4.2752e-05
1116,1.1264e-05
1117,3.584e-06
1118,2.048e-06
1120,1.28e-05
1121,6.144e-06
1122,0.000183552
1125,6.912e-06
1127,3.456e-05
1129,1.408e-05
1131,2.9184e-05
1133,5.376e-06
1134,1.1264e-05
1135,7.168e-06
1136,0.000131584
1138,6.144e-06
1140,5.12e-07
1143,3.7888e-05
1147,2.5088e-05
1149,2.048e-06
1151,3.4304e-05
1153,3.3536e-05
1155,1.5616e-05
1157,2.304e-06
1159,1.9968e-05
1161,7.424e-06
1163,2.688e-05
1164,1.7408e-05
1166,8.96e-06
1167,8.96e-06
1169,1.28e-05
1170,4.096e-06
1172,8.0384e-05
1174,7.68e-07
1175,6.4e-06
1176,5.632e-06
1178,4.1728e-05
1180,4.864e-06
1181,1.1264e-05
1183,3.9936e-05
1185,5.3504e-05
1187,1.4592e-05
1189,4.2496e-05
1192,4.9664e-05
1194,1.2544e-05
1196,8.704e-06
1197,3.584e-06
1198,6.4256e-05
1200,7.68e-06
1203,2.0224e-05
1204,2.0736e-05
1205,7.68e-07
1207,3.6352e-05
1209,2.8416e-05
1213,2.2016e-05
1216,5.12e-06
1218,8.704e-06
1220,6.4e-06
1221,2.56e-06
1223,1.2032e-05
1226,1.0496e-05
1227,1.3312e-05
1230,9.216e-06
1231,3.584e-06
1233,6.912e-05
1235,3.2512e-05
1239,4.48e-05
1243,1.3312e-05
1244,7.68e-07
1246,1.7664e-05
1249,2.56e-07
1251,2.8416e-05
1255,1.664e-05
1256,3.584e-06
1257,2.816e-06
1258,3.328e-06
1259,4.096e-06
1262,5.632e-06
1264,7.936e-06
1267,2.7648e-05
1269,1.4336e-05
1270,2.6112e-05
1273,7.936e-06
1275,2.304e-06
1277,2.56e-06
1278,2.176e-05
1279,6.4e-06
1283,6.7072e-05
1285,1.6128e-05
1286,6.5792e-05
1288,1.6128e-05
1289,1.7408e-05
1292,1.0752e-05
1293,1.8432e-05
1295,3.328e-06
1296,3.072e-06
1297,1.6128e-05
1299,1.1776e-05
1303,1.408e-05
1305,1.408e-05
1307,4.224e-05
1310,1.3056e-05
1311,1.2032e-05
1315,2.0992e-05
1317,5.12e-06
1318,1.536e-06
1320,8.192e-06
1322,1.5104e-05
1324,1.4336e-05
1326,3.8656e-05
1329,1.1776e-05
1331,9.216e-06
1333,6.912e-06
1335,1.8176e-05
1336,5.632e-06
1337,5.12e-06
1339,1.3312e-05
1340,8.448e-06
1341,1.536e-06
1344,6.144e-06
1345,5.376e-06
1347,2.56e-05
1348,2.304e-06
1349,1.792e-06
1350,4.096e-06
1351,2.56e-07
1352,1.28e-06
1354,7.68e-07
1355,1.8688e-05
1359,3.0208e-05
1361,5.376e-05
1363,1.024e-06
1364,0.0
1365,4.096e-06
1367,7.424e-06
1369,2.048e-06
1371,9.472e-06
1373,3.84e-06
1374,2.816e-06
1377,1.28e-05
1378,2.3552e-05
1379,9.216e-05
1381,3.84e-05
1385,1.792e-05
1387,1.9968e-05
1388,1.024e-05
1390,7.6544e-05
1393,4.864e-06
1396,2.688e-05
1398,1.152e-05
1400,3.328e-06
1402,8.448e-06
1403,5.12e-07
1404,4.608e-06
1405,2.304e-06
1406,3.584e-06
1409,5.12e-07
1410,7.3216e-05
1412,0.0
1413,1.1264e-05
1414,1.024e-06
1416,1.1264e-05
1417,1.024e-06
1419,7.68e-06
1420,1.2032e-05
1423,2.9696e-05
1427,3.584e-06
1428,4.352e-06
1429,1.792e-05
1431,2.816e-06
1433,1.8688e-05
1435,3.328e-06
1436,1.024e-06
1437,2.304e-06
1441,1.0752e-05
1442,2.048e-06
1444,1.4336e-05
1447,1.6384e-05
1448,5.12e-07
1451,2.816e-06
1453,2.0736e-05
1455,8.96e-06
1456,3.584e-06
1458,6.144e-06
1460,7.68e-07
1461,5.12e-06
1463,2.2784e-05
1465,2.56e-05
1467,3.8656e-05
1470,2.176e-05
1471,1.1264e-05
1473,2.048e-06
1474,1.28e-06
1477,1.792e-05
1478,4.608e-06
1479,2.816e-06
1480,2.304e-06
1483,1.024e-06
1484,3.84e-06
1486,2.9184e-05
1488,7.936e-06
1489,3.328e-06
1490,1.2288e-05
1492,2.56e-07
1495,1.792e-05
1496,1.792e-06
1497,5.12e-07
1498,1.28e-06
1499,7.0656e-05
1502,3.9168e-05
1505,1.4848e-05
1507,6.656e-06
1509,4.864e-05
1511,6.144e-06
1512,2.56e-06
1515,3.2256e-05
1517,7.936e-06
1521,1.2544e-05
1523,1.152e-05
1525,5.632e-06
1527,1.7664e-05
1529,2.816e-06
1531,1.2288e-05
1532,1.0752e-05
1535,2.5344e-05
1537,2.2528e-05
1539,1.2288e-05
1542,3.3024e-05
1543,7.936e-06
1545,1.792e-05
1548,1.7152e-05
1549,5.376e-06
1551,5.12e-06
1553,1.9968e-05
1554,3.6864e-05
1556,1.6896e-05
1557,5.376e-06
1558,0.000208128
1560,8.7296e-05
1564,3.2e-05
1566,2.7136e-05
1568,4.352e-06
1569,0.000445952
1573,3.456e-05
1575,3.712e-05
1577,1.408e-05
1581,5.376e-06
1583,3.0208e-05
1585,6.528e-05
1587,1.8944e-05
1588,1.9712e-05
1591,7.168e-06
1593,5.376e-06
1594,2.56e-07
1596,7.168e-06
1598,1.2544e-05
1601,1.28e-06
1602,1.1264e-05
1604,1.3824e-05
1607,3.968e-05
1611,1.8688e-05
1613,2.2016e-05
1614,5.888e-06
1617,2.048e-06
1619,1.7408e-05
1620,1.152e-05
1622,1.1776e-05
1624,5.12e-06
1625,0.00013056
1627,3.2512e-05
1631,2.1248e-05
1633,9.472e-06
1634,5.12e-06
1635,1.28e-06
1637,9.472e-06
1639,4.352e-06
1640,1.536e-06
1641,5.12e-06
1644,1.28e-06
1645,5.3248e-05
1649,1.152e-05
1650,1.9456e-05
1653,2.304e-06
1655,2.4832e-05
1656,8.448e-06
1657,1.0752e-05
1660,5.9904e-05
1663,1.1264e-05
1664,6.1952e-05
1667,2.6368e-05
1668,1.5104e-05
1669,5.888e-06
1671,3.072e-05
1672,8.192e-06
1674,9.472e-06
1676,6.656e-06
1677,3.584e-06
1680,8.192e-06
1681,3.584e-06
1684,2.816e-06
1685,4.2752e-05
1687,2.4832e-05
1689,3.328e-06
1690,4.608e-06
1691,8.192e-06
1693,7.68e-06
1694,1.2544e-05
1696,1.9456e-05
1697,4.096e-06
1699,1.2032e-05
1700,1.0496e-05
1703,2.5088e-05
1707,3.2e-05
1708,1.536e-06
1711,2.816e-06
1713,4.096e-06
1714,7.68e-06
1716,5.632e-06
1718,7.168e-06
1720,2.048e-05
1723,3.3792e-05
1724,3.584e-06
1725,8.448e-06
1727,1.3056e-05
1728,2.304e-06
1730,1.3056e-05
1732,7.936e-06
1735,6.3488e-05
1738,9.984e-06
1739,2.9952e-05
1742,1.152e-05
1744,1.28e-06
1745,4.864e-06
1748,1.664e-05
1749,0.000112128
1751,4.0704e-05
1753,5.632e-06
1754,0.000181504
1758,5.632e-06
1760,4.5056e-05
1763,2.816e-06
1765,6.656e-06
1767,3.1232e-05
1770,1.3056e-05
1771,4.608e-06
1772,2.9184e-05
1775,2.8672e-05
1776,9.728e-06
1778,9.728e-06
1779,1.92e-05
1781,3.584e-06
1783,2.56e-07
1785,2.56e-06
1787,1.664e-05
1788,3.584e-06
1789,1.7408e-05
1793,2.5344e-05
1794,8.448e-06
1796,8.192e-06
1798,1.2032e-05
1800,9.216e-06
1801,4.096e-06
1802,3.2768e-05
1806,1.664e-05
1809,1.024e-06
1810,1.024e-05
1811,1.6384e-05
1813,7.68e-07
1815,4.7616e-05
1817,1.792e-05
1819,1.8688e-05
1820,1.5104e-05
1821,0.000103936
1824,9.216e-06
1827,2.5856e-05
1829,7.68e-06
1831,2.4064e-05
1833,1.9712e-05
1835,1.4592e-05
1839,1.2288e-05
1840,1.4592e-05
1842,1.3824e-05
1845,1.28e-06
1847,3.2512e-05
1850,1.8176e-05
1851,3.584e-06
1853,5.888e-06
1854,3.84e-06
1855,7.424e-06
1856,1.792e-06
1859,8.192e-06
1860,5.888e-06
1862,2.7648e-05
1864,1.4336e-05
1865,0.000391424
1867,1.7664e-05
1868,5.632e-06
1870,1.1008e-05
1872,2.048e-05
1874,5.888e-06
1875,8.96e-06
1877,8.704e-06
1879,3.968e-05
1881,1.024e-05
1882,2.688e-05
1885,0.000126464
1888,0.00013824
1890,2.816e-06
1892,1.2544e-05
1893,1.1264e-05
1895,6.656e-05
1899,2.9952e-05
1901,8.448e-06
1902,1.92e-05
1904,1.792e-06
1906,6.912e-06
1907,3.584e-06
1911,4.3264e-05
1913,2.4576e-05
1915,3.9424e-05
1920,5.632e-06
1923,2.4832e-05
1927,2.7392e-05
1928,5.632e-06
1931,4.1216e-05
1933,2.048e-06
1934,7.68e-07
1935,3.328e-06
1937,2.1248e-05
1939,2.1248e-05
1941,1.9712e-05
1943,4.352e-05
1945,2.2528e-05
1947,1.408e-05
1948,5.12e-06
1949,8.192e-06
1951,1.792e-05
1953,1.5104e-05
1954,1.3824e-05
1955,5.632e-06
1957,3.584e-06
1959,5.12e-06
1960,7.0656e-05
1963,1.5104e-05
1965,1.1008e-05
1966,2.6112e-05
1968,2.816e-06
1971,1.1008e-05
1972,1.3568e-05
1975,3.4304e-05
1976,5.888e-06
1978,1.024e-05
1979,1.1264e-05
1981,7.68e-07
1983,3.328e-06
1984,7.68e-07
1985,3.84e-06
1987,6.912e-06
1988,3.0464e-05
1991,3.2512e-05
1992,5.888e-06
1994,0.000130816
1996,1.024e-06
1998,1.2544e-05
2000,3.328e-06
2002,1.7664e-05
2003,4.096e-06
2005,7.68e-06
2007,1.28e-05
2008,3.584e-06
2009,9.472e-06
2010,9.984e-06
2011,3.2512e-05
2013,1.1264e-05
2015,1.92e-05
2016,1.1776e-05
2018,5.4016e-05
2020,2.56e-06
2022,1.2032e-05
2025,2.2016e-05
2027,4.3008e-05
2029,1.4592e-05
2033,8.704e-06
2035,2.2016e-05
2037,2.56e-07
2039,1.536e-05
2040,6.656e-06
2041,2.56e-06
2044,1.1264e-05
2046,7.68e-06
2049,3.584e-06
2052,2.048e-06
2053,4.352e-06
2055,3.9936e-05
2056,1.6128e-05
2058,0.0
2059,2.048e-06
2061,3.328e-06
2062,1.152e-05
2065,1.9968e-05
2067,2.8928e-05
2071,1.3056e-05
2072,4.2496e-05
2074,2.304e-06
2077,2.56e-06
2079,2.816e-06
2080,7.936e-06
2083,7.296e-05
2085,0.000159744
2087,1.7408e-05
2088,1.8176e-05
2092,3.328e-06
2094,2.048e-05
2095,5.12e-07
2096,3.072e-06
2100,1.3824e-05
2101,5.632e-06
2104,4.608e-06
2107,3.5584e-05
2108,1.1264e-05
2109,5.632e-06
2111,2.56e-07
2113,5.888e-06
2114,2.304e-06
2116,5.376e-06
2117,5.12e-07
2118,4.608e-06
2119,3.1744e-05
2122,5.0688e-05
2127,6.912e-06
2128,6.3232e-05
2130,2.176e-05
2132,1.3568e-05
2135,1.92e-05
2136,8.9856e-05
2139,5.12e-06
2140,8.704e-06
2142,3.584e-06
2143,7.68e-07
2144,3.328e-06
2145,2.9696e-05
2148,6.144e-06
2151,3.9424e-05
2153,4.864e-06
2155,2.56e-06
2156,3.0976e-05
2158,1.1776e-05
2160,5.2224e-05
2161,6.912e-06
2163,5.5552e-05
2166,8.192e-06
2168,1.92e-05
2171,1.792e-06
2172,2.432e-05
2174,1.1264e-05
2178,2.56e-06
2179,1.1264e-05
2182,1.3568e-05
2183,1.408e-05
2185,3.1488e-05
2187,1.92e-05
2188,4.096e-06
2191,2.5088e-05
2192,1.536e-06
2194,1.3824e-05
2195,3.072e-06
2197,4.3264e-05
2199,4.096e-06
2201,2.176e-05
2205,7.68e-07
2206,7.68e-07
2207,1.28e-06
2209,3.4304e-05
2211,5.632e-06
2215,3.84e-05
2217,1.3824e-05
2218,5.12e-07
2220,4.352e-06
2221,8.704e-06
2223,1.7664e-05
2227,4.7104e-05
2228,7.424e-06
2231,2.3808e-05
2234,2.56e-06
2235,7.9104e-05
2239,5.12e-06
2240,1.2288e-05
2241,7.68e-06
2243,2.816e-05
2244,7.68e-07
2245,7.68e-07
2247,2.3808e-05
2249,4.096e-06
2250,1.4336e-05
2252,3.072e-06
2253,3.84e-06
2255,0.000159744
2257,2.0992e-05
2259,1.0752e-05
2260,4.864e-06
2263,4.1728e-05
2267,2.688e-05
2270,8.448e-06
2271,1.3312e-05
2275,5.632e-06
2276,2.7648e-05
2278,1.28e-06
2280,4.864e-06
2281,2.048e-06
2284,1.4336e-05
2286,1.92e-05
2288,2.432e-05
2290,2.048e-06
2291,4.608e-06
2292,8.96e-06
2295,2.9952e-05
2297,5.376e-06
2298,3.584e-06
2300,1.8688e-05
2303,1.6384e-05
2305,3.1744e-05
2307,8.192e-06
2308,1.5104e-05
2309,2.3808e-05
2313,9.216e-06
2315,4.352e-06
2316,6.656e-06
2318,1.8432e-05
2321,1.3568e-05
2323,3.0208e-05
2325,2.6112e-05
2327,2.6112e-05
2328,2.56e-06
2330,1.2032e-05
2331,7.68e-07
2333,2.048e-06
2335,1.7408e-05
2336,3.3024e-05
2338,8.448e-06
2342,4.352e-06
2344,3.1232e-05
2347,2.9696e-05
2349,7.168e-06
2350,6.656e-06
2352,2.1248e-05
2353,1.5616e-05
2355,1.792e-06
2356,5.376e-06
2358,6.4e-06
2360,1.4336e-05
2362,5.12e-06
2363,3.072e-06
2364,3.072e-06
2365,4.096e-06
2367,2.56e-07
2370,9.216e-06
2371,9.088e-05
2373,2.2016e-05
2375,5.632e-06
2376,2.56e-07
2378,5.888e-06
2379,1.4592e-05
2380,8.192e-06
2382,9.216e-06
2385,4.5568e-05
2389,1.408e-05
2390,7.68e-07
2391,1.6128e-05
2393,6.144e-06
2395,1.1008e-05
2397,6.656e-06
2399,9.0624e-05
2401,2.304e-06
2403,9.728e-06
2404,5.12e-06
2406,0.0
2407,2.048e-06
2408,4.1216e-05
2411,4.2752e-05
2413,1.024e-06
2415,2.7136e-05
2417,5.3248e-05
2420,1.1264e-05
2421,6.144e-06
2423,4.096e-06
2425,1.152e-05
2427,2.0992e-05
2428,1.536e-06
2430,6.912e-06
2432,3.584e-06
2433,2.816e-06
2434,1.92e-05
2438,6.2464e-05
2440,7.936e-06
2443,1.2288e-05
2444,2.304e-06
2446,1.92e-05
2447,5.888e-06
2449,2.2528e-05
2451,2.2016e-05
2453,1.92e-05
2455,3.0464e-05
2458,1.664e-05
2460,1.408e-05
2463,6.656e-06
2464,1.1264e-05
2467,2.8672e-05
2469,1.9712e-05
2471,1.28e-05
2473,1.536e-05
2475,5.632e-06
2477,2.8672e-05
2479,2.56e-06
2481,3.584e-06
2482,6.912e-06
2484,1.1264e-05
2487,1.9456e-05
2488,6.4e-06
2491,1.5872e-05
2493,8.192e-06
2495,5.12e-07
2498,4.1216e-05
2501,1.152e-05
2503,9.472e-06
2504,2.2016e-05
2505,1.4848e-05
2507,3.9168e-05
2509,2.4832e-05
2510,3.6352e-05
2512,1.7152e-05
2515,2.816e-06
2517,6.144e-06
2518,1.4592e-05
2521,1.152e-05
2523,0.000147712
2525,0.0
2526,5.376e-06
2528,5.376e-06
2529,2.56e-06
2530,2.5344e-05
2532,2.304e-05
2535,2.9952e-05
2537,6.144e-06
2539,1.3568e-05
2541,2.4832e-05
2543,1.2544e-05
2545,1.3824e-05
2547,1.408e-05
2548,8.448e-06
2551,1.3312e-05
2552,9.984e-06
2553,2.56e-06
2555,2.5856e-05
2557,3.328e-06
2559,0.0
2561,2.8416e-05
2563,1.7408e-05
2567,2.3296e-05
2569,2.4064e-05
2571,1.0496e-05
2573,7.8592e-05
2575,8.96e-06
2578,9.472e-06
2579,1.024e-05
2581,5.12e-06
2583,9.984e-06
2585,4.608e-06
2587,9.9072e-05
2589,2.816e-05
2591,6.4e-06
2593,1.6384e-05
2594,1.3824e-05
2595,3.84e-06
2597,2.304e-06
2600,5.632e-06
2602,3.584e-06
2604,1.92e-05
2606,5.8624e-05
2609,1.1008e-05
2611,1.4336e-05
2612,7.7824e-05
2615,2.3296e-05
2616,2.56e-06
2617,1.664e-05
2620,7.936e-06
2621,9.472e-06
2623,1.6384e-05
2625,1.8432e-05
2628,1.1008e-05
2629,1.3056e-05
2631,1.1776e-05
2632,8.96e-06
2633,1.4848e-05
2635,7.552e-05
2638,3.584e-06
2639,1.7408e-05
2641,2.4064e-05
2644,3.584e-06
2645,1.152e-05
2647,4.352e-06
2649,5.12e-07
2650,1.92e-05
2652,3.072e-06
2653,6.2976e-05
2655,7.1168e-05
2657,0.000148992
2659,1.4848e-05
2660,0.000630272
2663,6.4e-06
2665,3.4816e-05
2667,2.0736e-05
2670,2.6624e-05
2672,4.096e-06
2674,4.864e-06
2675,2.56e-06
2676,1.28e-06
2679,1.792e-05
2680,3.584e-06
2681,4.096e-06
2684,5.12e-06
2685,2.304e-06
2686,2.816e-06
2687,6.4e-06
2689,2.0992e-05
2692,1.5104e-05
2695,1.3056e-05
2696,6.528e-05
2701,3.0464e-05
2702,8.96e-06
2704,1.28e-06
2705,8.192e-06
2706,2.56e-06
2708,3.328e-06
2710,1.8944e-05
2713,1.3568e-05
2715,1.6128e-05
2716,6.4e-06
2720,8.448e-06
2722,7.424e-06
2723,7.424e-06
2724,8.9856e-05
2727,3.3792e-05
2728,1.7152e-05
2732,3.584e-06
2733,1.792e-06
